Competition,Date,Competition,Sport,Event,Stroke,Gender,Rank,Medal,Name,Nation,DoB,Country,Age (days),Time,PhaseName,Distance,Speed,Olympic Year,Olympic Cycle,Pred Formula Speed,Cond Pred Formula Speed,Residuals,Residuals Conditional
RegChJun,11/7/2013,European Junior Championships,Swimming,100m,FRS,F,8,,Cloe Hache,FRA,11/12/1997,France,15-212,56.47,,100,1.77085178,2016,1,1.70271142,1.767210081,0.06814036,0.003641699
RegChJun,11/7/2013,European Junior Championships,Swimming,100m,FRS,F,9,,Nele Klein,GER,,Germany,,56.97,,100,1.755309812,2016,1,1.70271142,1.743757633,0.052598393,0.011552179
RegChJun,11/7/2013,European Junior Championships,Swimming,100m,FRS,F,10,,Katie Latham,GBR,,Great Britain,,57.27,,100,1.746114894,2016,1,1.70271142,1.745267898,0.043403475,0.000846997
RegChJun,11/7/2013,European Junior Championships,Swimming,100m,FRS,F,11,,Barbora Misendova,SVK,12/2/1998,Slovakia,15-149,57.07,,100,1.752234098,2016,1,1.70271142,1.749694059,0.049522679,0.00254004
RegChJun,11/7/2013,European Junior Championships,Swimming,100m,FRS,F,12,,Lena Kreundl,AUT,19/09/1997,Austria,15-295,57.12,,100,1.75070028,2016,1,1.70271142,1.749574324,0.047988861,0.001125956
RegChJun,11/7/2013,European Junior Championships,Swimming,100m,FRS,F,13,,Daria S Ustinova,RUS,8/5/1998,Russia,15-064,57.13,,100,1.750393839,2016,1,1.70271142,1.789501314,0.047682419,-0.039107475
RegChJun,11/7/2013,European Junior Championships,Swimming,100m,FRS,F,14,,Giorgia Biondani,ITA,14/06/1997,Italy,16-027,57.16,,100,1.749475157,2016,1,1.70271142,1.751409378,0.046763738,-0.001934221
RegChJun,11/7/2013,European Junior Championships,Swimming,100m,FRS,F,15,,Amy de Langen,NED,15/04/1997,Netherlands,16-087,57.25,,100,1.746724891,2016,1,1.70271142,1.752282947,0.044013471,-0.005558056
RegChJun,11/7/2013,European Junior Championships,Swimming,100m,FRS,F,16,,Wioletta Orczykowska,POL,,Poland,,57.48,,100,1.73973556,2016,1,1.70271142,1.727655084,0.037024141,0.012080476
RegChJun,11/7/2013,European Junior Championships,Swimming,100m,FRS,F,17,,Rachele Ceracchi,ITA,,Italy,,57.67,,100,1.734003815,2016,1,1.70271142,1.760157875,0.031292395,-0.02615406
RegChJun,11/7/2013,European Junior Championships,Swimming,100m,FRS,F,18,,Aurore Jacolin,FRA,,France,,57.78,,100,1.730702665,2016,1,1.70271142,1.691703249,0.027991246,0.038999416
RegChJun,11/7/2013,European Junior Championships,Swimming,100m,FRS,F,19,,Elise Naes Olsen,NOR,8/9/1997,Norway,15-306,58.01,,100,1.723840717,2016,1,1.70271142,1.694283399,0.021129298,0.029557318
RegChJun,11/7/2013,European Junior Championships,Swimming,100m,FRS,F,20,,Miriam Podlewska,POL,,Poland,,58.73,,100,1.702707305,2016,1,1.70271142,1.702707384,-4.1149E-06,-7.93177E-08
RegChJun,11/7/2013,European Junior Championships,Swimming,100m,FRS,F,21,,Anna-Stephanie Dietterle,GER,23/02/1997,Germany,16-138,57.42,,100,1.741553466,2016,1,1.70271142,1.775930612,0.038842046,-0.034377147
RegChJun,11/7/2013,European Junior Championships,Swimming,100m,FRS,F,22,,Valeriia Salamatina,RUS,,Russia,,57.74,,100,1.731901628,2016,1,1.70271142,1.713501671,0.029190208,0.018399957
RegChJun,11/7/2013,European Junior Championships,Swimming,100m,FRS,F,23,,Branka Vranjes,BIH,16/05/1997,Bosnia & Herzegovina,16-056,58.25,,100,1.716738197,2016,1,1.70271142,1.693844669,0.014026778,0.022893528
RegChJun,11/7/2013,European Junior Championships,Swimming,100m,FRS,F,24,,Lucija Jurkovic-Perisa,CRO,23/05/1997,Croatia,16-049,58.29,,100,1.71556013,2016,1,1.70271142,1.71531155,0.012848711,0.000248581
RegChJun,11/7/2013,European Junior Championships,Swimming,100m,FRS,F,25,,Julia Kukla,AUT,,Austria,,58.51,,100,1.709109554,2016,1,1.70271142,1.705830851,0.006398134,0.003278703
RegChJun,11/7/2013,European Junior Championships,Swimming,100m,FRS,F,26,,Veronica Lucchese,ITA,,Italy,,58.53,,100,1.708525542,2016,1,1.70271142,1.708413284,0.005814123,0.000112258
RegChJun,11/7/2013,European Junior Championships,Swimming,100m,FRS,F,27,,Janine Wirz,GER,,Germany,,58.61,,100,1.706193482,2016,1,1.70271142,1.706126296,0.003482063,6.71861E-05
RegChJun,11/7/2013,European Junior Championships,Swimming,100m,FRS,F,28,,Megan Forslund Hansen,DEN,,Denmark,,58.81,,100,1.70039109,2016,1,1.70271142,1.700435786,-0.00232033,-4.46959E-05
RegChJun,11/7/2013,European Junior Championships,Swimming,100m,FRS,F,29,,Kaja Sajovec,SLO,,Slovenia,,58.94,,100,1.696640652,2016,1,1.70271142,1.709966315,-0.006070768,-0.013325663
RegChJun,11/7/2013,European Junior Championships,Swimming,100m,FRS,F,30,,Ema Sarar,CRO,,Croatia,,59.12,,100,1.691474966,2016,1,1.70271142,1.714322162,-0.011236453,-0.022847196
RegChJun,11/7/2013,European Junior Championships,Swimming,100m,FRS,F,31,,Emilie Beckmann,DEN,,Denmark,,59.32,,100,1.685772084,2016,1,1.70271142,1.686097001,-0.016939336,-0.000324918
RegChJun,11/7/2013,European Junior Championships,Swimming,100m,FRS,F,32,,Iza Sencar,SLO,,Slovenia,,59.33,,100,1.685487949,2016,1,1.70271142,1.685818289,-0.017223471,-0.00033034
RegChJun,11/7/2013,European Junior Championships,Swimming,100m,FRS,F,33,,Dora Kamenjarin,CRO,,Croatia,,59.36,,100,1.684636119,2016,1,1.70271142,1.684982711,-0.018075301,-0.000346592
RegChJun,11/7/2013,European Junior Championships,Swimming,100m,FRS,F,34,,Johanna Silventoinen,FIN,,Finland,,59.4,,100,1.683501684,2016,1,1.70271142,1.682279609,-0.019209736,0.001222075
RegChJun,11/7/2013,European Junior Championships,Swimming,100m,FRS,F,35,,Zohar Shikler,ISR,,Israel,,59.43,,100,1.682651859,2016,1,1.70271142,1.683910768,-0.02005956,-0.001258909
RegChJun,11/7/2013,European Junior Championships,Swimming,100m,FRS,F,36,,Oryna Yakuba,UKR,,Ukraine,,59.5,,100,1.680672269,2016,1,1.70271142,1.713748994,-0.022039151,-0.033076725
RegChJun,11/7/2013,European Junior Championships,Swimming,100m,FRS,F,37,,Mira Palovuori,FIN,,Finland,,59.61,,100,1.677570877,2016,1,1.70271142,1.684050632,-0.025140542,-0.006479755
RegChJun,11/7/2013,European Junior Championships,Swimming,100m,FRS,F,38,,Adva Braun,ISR,,Israel,,59.79,,100,1.672520488,2016,1,1.70271142,1.673097346,-0.030190931,-0.000576858
RegChJun,11/7/2013,European Junior Championships,Swimming,100m,FRS,F,39,,Angelina Mikish,UKR,,Ukraine,,59.86,,100,1.670564651,2016,1,1.70271142,1.671178526,-0.032146769,-0.000613875
RegChJun,11/7/2013,European Junior Championships,Swimming,100m,FRS,F,40,,Stepanka Silhanova,CZE,,Czech Republic,,59.94,,100,1.668335002,2016,1,1.70271142,1.684143456,-0.034376418,-0.015808454
RegChJun,11/7/2013,European Junior Championships,Swimming,100m,FRS,F,41,,Margaryta Smirnova,UKR,,Ukraine,,59.97,,100,1.667500417,2016,1,1.70271142,1.693125962,-0.035211003,-0.025625545
RegChJun,11/7/2013,European Junior Championships,Swimming,100m,FRS,F,42,,Adriana Daniela Castro,POR,,Portugal,,60.15,,100,1.662510391,2016,1,1.70271142,1.663276246,-0.040201029,-0.000765855
RegChJun,11/7/2013,European Junior Championships,Swimming,100m,FRS,F,43,,Nikola Petryka,POL,,Poland,,60.3,,100,1.658374793,2016,1,1.70271142,1.680372015,-0.044336627,-0.021997223
RegChJun,11/7/2013,European Junior Championships,Swimming,100m,FRS,F,44,,Louise Hjalmarsson,SWE,,Sweden,,60.72,,100,1.646903821,2016,1,1.70271142,1.647962061,-0.055807599,-0.001058241
RegChJun,11/7/2013,European Junior Championships,Swimming,100m,FRS,F,45,,Ines Camacho Fernandes,POR,,Portugal,,60.74,,100,1.646361541,2016,1,1.70271142,1.647429891,-0.056349879,-0.00106835
RegChJun,11/7/2013,European Junior Championships,Swimming,100m,FRS,F,46,,Benedetta Cena,SUI,,Switzerland,,60.75,,100,1.646090535,2016,1,1.70271142,1.647163936,-0.056620885,-0.001073401
RegChJun,11/7/2013,European Junior Championships,Swimming,100m,FRS,F,47,,Iman Emso,BIH,,Bosnia & Herzegovina,,61.56,,100,1.624431449,2016,1,1.70271142,1.625905783,-0.078279971,-0.001474334
RegChJun,11/7/2013,European Junior Championships,Swimming,100m,FRS,F,48,,Gudrun Mortensen,FRO,11/3/1997,Faroe Islands,16-122,62.54,,100,1.598976655,2016,1,1.70271142,1.617249069,-0.103734765,-0.018272414
RegChJun,11/7/2013,European Junior Championships,Swimming,100m,FRS,F,49,,Ivona Vujovic,MNE,,Montenegro,,63.19,,100,1.582528881,2016,1,1.70271142,1.589158688,-0.120182538,-0.006629807
RegChJun,11/7/2013,European Junior Championships,Swimming,100m,FRS,F,50,,Andjela Vasic,SRB,,Serbia,,63.59,,100,1.572574304,2016,1,1.70271142,1.574986223,-0.130137115,-0.002411919
GP,16/06/2013,Canet-en-Roussillon,Swimming,100m,FRS,F,1,G,Jeanette Ottesen,DEN,30/12/1987,Denmark,25-168,54.01,,100,1.85150898,2016,1,1.70271142,1.844751177,0.14879756,0.006757803
GP,16/06/2013,Canet-en-Roussillon,Swimming,100m,FRS,F,2,S,Pernille Blume,DEN,14/05/1994,Denmark,19-033,54.92,,100,1.820830299,2016,1,1.70271142,1.813802397,0.118118879,0.007027902
GP,16/06/2013,Canet-en-Roussillon,Swimming,100m,FRS,F,3,B,Hanna-Maria Seppälä,FIN,13/12/1984,Finland,28-185,55.19,,100,1.81192245,2016,1,1.70271142,1.830997635,0.10921103,-0.019075185
GP,16/06/2013,Canet-en-Roussillon,Swimming,100m,FRS,F,4,,Daniela Schreiber,GER,26/06/1989,Germany,23-355,55.65,,100,1.796945193,2016,1,1.70271142,1.830662037,0.094233774,-0.033716844
GP,16/06/2013,Canet-en-Roussillon,Swimming,100m,FRS,F,5,,Larissa Oliveira,BRA,16/02/1993,Brazil,20-120,55.82,,100,1.79147259,2016,1,1.70271142,1.785211184,0.088761171,0.006261406
GP,16/06/2013,Canet-en-Roussillon,Swimming,100m,FRS,F,6,,Dorothea Brandt,GER,5/3/1984,Germany,29-103,55.89,,100,1.789228842,2016,1,1.70271142,1.784957094,0.086517423,0.004271749
GP,16/06/2013,Canet-en-Roussillon,Swimming,100m,FRS,F,7,,Cecilie Johannessen,NOR,16/01/1990,Norway,23-151,56.15,,100,1.7809439,2016,1,1.70271142,1.779661163,0.078232481,0.001282737
GP,16/06/2013,Canet-en-Roussillon,Swimming,100m,FRS,F,8,,Katinka Hosszú,HUN,3/5/1989,Hungary,24-044,56.81,,100,1.760253477,2016,1,1.70271142,1.757664384,0.057542057,0.002589092
GP,16/06/2013,Canet-en-Roussillon,Swimming,100m,FRS,F,9,,Yao Jianan,CHN,2/6/1992,China,21-014,56.42,,100,1.772421127,2016,1,1.70271142,1.778253434,0.069709708,-0.005832307
GP,16/06/2013,Canet-en-Roussillon,Swimming,100m,FRS,F,10,,Susann Bjornsen,NOR,28/05/1993,Norway,20-019,56.56,,100,1.768033946,2016,1,1.70271142,1.755317976,0.065322527,0.01271597
GP,16/06/2013,Canet-en-Roussillon,Swimming,100m,FRS,F,11,,Lehesta Kemp,RSA,20/03/1990,South Africa,23-088,56.63,,100,1.76584849,2016,1,1.70271142,1.750525143,0.063137071,0.015323348
GP,16/06/2013,Canet-en-Roussillon,Swimming,100m,FRS,F,12,,Monica Johannessen,NOR,16/01/1990,Norway,23-151,56.79,,100,1.760873393,2016,1,1.70271142,1.738340731,0.058161974,0.022532662
GP,16/06/2013,Canet-en-Roussillon,Swimming,100m,FRS,F,13,,Margaux Fabre,FRA,,France,,56.82,,100,1.759943682,2016,1,1.70271142,1.764296464,0.057232262,-0.004352782
GP,16/06/2013,Canet-en-Roussillon,Swimming,100m,FRS,F,14,,Vochimié Koindredi,FRA,23/12/1996,France,16-175,56.86,,100,1.758705593,2016,1,1.70271142,1.723711163,0.055994173,0.03499443
GP,16/06/2013,Canet-en-Roussillon,Swimming,100m,FRS,F,15,,Zhao Zhuoran,CHN,,China,,57,,100,1.754385965,2016,1,1.70271142,1.760632442,0.051674545,-0.006246477
GP,16/06/2013,Canet-en-Roussillon,Swimming,100m,FRS,F,16,,Marta Gonzalez Crivillers,ESP,9/4/1995,Spain,18-068,57.08,,100,1.75192712,2016,1,1.70271142,1.696730506,0.0492157,0.055196613
GP,12/6/2013,Barcelona,Swimming,100m,FRS,F,1,G,Sarah Sjöström,SWE,17/08/1993,Sweden,19-299,53.92,,100,1.854599407,2016,1,1.70271142,1.859711294,0.151887987,-0.005111888
GP,12/6/2013,Barcelona,Swimming,100m,FRS,F,2,S,Britta Steffen,GER,16/11/1983,Germany,29-208,54.49,,100,1.835199119,2016,1,1.70271142,1.877434492,0.1324877,-0.042235373
GP,12/6/2013,Barcelona,Swimming,100m,FRS,F,3,B,Pernille Blume,DEN,14/05/1994,Denmark,19-029,55.01,,100,1.8178513,2016,1,1.70271142,1.813802397,0.11513988,0.004048903
GP,12/6/2013,Barcelona,Swimming,100m,FRS,F,4,,Daniela Schreiber,GER,26/06/1989,Germany,23-351,55.45,,100,1.80342651,2016,1,1.70271142,1.830662037,0.100715091,-0.027235526
GP,12/6/2013,Barcelona,Swimming,100m,FRS,F,5,,Melanie Costa,ESP,24/04/1989,Spain,24-049,55.68,,100,1.795977011,2016,1,1.70271142,1.758405036,0.093265592,0.037571976
GP,12/6/2013,Barcelona,Swimming,100m,FRS,F,6,,Cecilie Johannessen,NOR,16/01/1990,Norway,23-147,55.78,,100,1.792757261,2016,1,1.70271142,1.779661163,0.090045841,0.013096097
GP,12/6/2013,Barcelona,Swimming,100m,FRS,F,7,,Maria Baklakova,RUS,14/03/1997,Russia,16-090,56.19,,100,1.779676099,2016,1,1.70271142,1.796824609,0.076964679,-0.01714851
GP,12/6/2013,Barcelona,Swimming,100m,FRS,F,8,,Dorothea Brandt,GER,5/3/1984,Germany,29-099,56.23,,100,1.778410101,2016,1,1.70271142,1.784957094,0.075698682,-0.006546992
GP,12/6/2013,Barcelona,Swimming,100m,FRS,F,9,,Larissa Oliveira,BRA,16/02/1993,Brazil,20-116,56.16,,100,1.780626781,2016,1,1.70271142,1.785211184,0.077915361,-0.004584404
GP,12/6/2013,Barcelona,Swimming,100m,FRS,F,10,,Hanna-Maria Seppälä,FIN,13/12/1984,Finland,28-181,56.19,,100,1.779676099,2016,1,1.70271142,1.830997635,0.076964679,-0.051321536
GP,12/6/2013,Barcelona,Swimming,100m,FRS,F,11,,Yao Jianan,CHN,2/6/1992,China,21-010,56.5,,100,1.769911504,2016,1,1.70271142,1.778253434,0.067200085,-0.00834193
GP,12/6/2013,Barcelona,Swimming,100m,FRS,F,12,,Patricia Castro,ESP,6/8/1992,Spain,20-310,56.62,,100,1.766160367,2016,1,1.70271142,1.777393143,0.063448948,-0.011232775
GP,12/6/2013,Barcelona,Swimming,100m,FRS,F,13,,Susann Bjornsen,NOR,28/05/1993,Norway,20-015,56.76,,100,1.761804087,2016,1,1.70271142,1.755317976,0.059092668,0.006486111
GP,12/6/2013,Barcelona,Swimming,100m,FRS,F,14,,Monica Johannessen,NOR,16/01/1990,Norway,23-147,56.93,,100,1.756543123,2016,1,1.70271142,1.738340731,0.053831704,0.018202392
GP,12/6/2013,Barcelona,Swimming,100m,FRS,F,15,,Lehesta Kemp,RSA,20/03/1990,South Africa,23-084,57,,100,1.754385965,2016,1,1.70271142,1.750525143,0.051674545,0.003860822
GP,12/6/2013,Barcelona,Swimming,100m,FRS,F,16,,Polina Lapshina,RUS,14/11/1995,Russia,17-210,57.29,,100,1.745505324,2016,1,1.70271142,1.744670365,0.042793904,0.000834959
GP,12/6/2013,Barcelona,Swimming,100m,FRS,F,17,,Samantha Lucie-Smith,NZL,26/07/1992,New Zealand,20-321,56.65,,100,1.765225066,2016,1,1.70271142,1.78465778,0.062513647,-0.019432714
GP,12/6/2013,Barcelona,Swimming,100m,FRS,F,18,,Paulina Schmiedel,GER,29/05/1993,Germany,20-014,56.95,,100,1.755926251,2016,1,1.70271142,1.755400455,0.053214832,0.000525796
GP,12/6/2013,Barcelona,Swimming,100m,FRS,F,19,,Zhao Zhuoran,CHN,,China,,57.12,,100,1.75070028,2016,1,1.70271142,1.760632442,0.047988861,-0.009932162
GP,12/6/2013,Barcelona,Swimming,100m,FRS,F,20,,Ekaterina Andreeva,RUS,3/8/1993,Russia,19-313,57.15,,100,1.749781277,2016,1,1.70271142,1.748861792,0.047069858,0.000919485
GP,12/6/2013,Barcelona,Swimming,100m,FRS,F,21,,Jessica Cavalheiro,BRA,1/8/1991,Brazil,21-315,57.17,,100,1.749169145,2016,1,1.70271142,1.745059194,0.046457725,0.004109951
GP,12/6/2013,Barcelona,Swimming,100m,FRS,F,22,,Vochimié Koindredi,FRA,23/12/1996,France,16-171,57.25,,100,1.746724891,2016,1,1.70271142,1.723711163,0.044013471,0.023013728
GP,12/6/2013,Barcelona,Swimming,100m,FRS,F,23,,Alessandra Marchioro,BRA,13/05/1993,Brazil,20-030,57.29,,100,1.745505324,2016,1,1.70271142,1.759970015,0.042793904,-0.014464691
GP,12/6/2013,Barcelona,Swimming,100m,FRS,F,24,,Harriet Cooper,GBR,15/07/1997,Great Britain,15-332,57.5,,100,1.739130435,2016,1,1.70271142,1.738615614,0.036419015,0.000514821
GP,12/6/2013,Barcelona,Swimming,100m,FRS,F,25,,Katrine Holm Sørensen,DEN,5/7/1992,Denmark,20-342,57.65,,100,1.734605377,2016,1,1.70271142,1.733984991,0.031893958,0.000620387
GP,12/6/2013,Barcelona,Swimming,100m,FRS,F,26,,Lena Kreundl,AUT,19/09/1997,Austria,15-266,57.74,,100,1.731901628,2016,1,1.70271142,1.749574324,0.029190208,-0.017672696
GP,12/6/2013,Barcelona,Swimming,100m,FRS,F,27,,Rozaliya Nasretdinova,RUS,10/2/1997,Russia,16-122,57.9,,100,1.727115717,2016,1,1.70271142,1.758843106,0.024404297,-0.03172739
GP,12/6/2013,Barcelona,Swimming,100m,FRS,F,28,,Daynara Paula,BRA,25/07/1989,Brazil,23-322,58,,100,1.724137931,2016,1,1.70271142,1.75749983,0.021426512,-0.033361899
GP,12/6/2013,Barcelona,Swimming,100m,FRS,F,29,,Zhu Jiayu,CHN,,China,,58.12,,100,1.720578114,2016,1,1.70271142,1.720231957,0.017866695,0.000346157
GP,12/6/2013,Barcelona,Swimming,100m,FRS,F,30,,Lauren Boyle,NZL,14/12/1987,New Zealand,25-180,58.13,,100,1.720282126,2016,1,1.70271142,1.780486183,0.017570707,-0.060204057
GP,12/6/2013,Barcelona,Swimming,100m,FRS,F,31,,Christina Munkholm,DEN,13/07/1996,Denmark,16-334,58.14,,100,1.71998624,2016,1,1.70271142,1.711716259,0.017274821,0.008269981
GP,12/6/2013,Barcelona,Swimming,100m,FRS,F,32,,Anouchka Martin,FRA,5/2/1993,France,20-127,58.15,,100,1.719690456,2016,1,1.70271142,1.711228812,0.016979036,0.008461643
GP,12/6/2013,Barcelona,Swimming,100m,FRS,F,33,,Lotta Nevalainen,FIN,6/9/1994,Finland,18-279,58.18,,100,1.718803713,2016,1,1.70271142,1.724616206,0.016092293,-0.005812494
GP,12/6/2013,Barcelona,Swimming,100m,FRS,F,34,,Hannah McCarthy,GBR,12/9/1993,Great Britain,19-273,58.35,,100,1.713796058,2016,1,1.70271142,1.751882052,0.011084639,-0.038085994
GP,12/6/2013,Barcelona,Swimming,100m,FRS,F,35,,Palmira Chaparro Canela,ESP,,Spain,,58.36,,100,1.713502399,2016,1,1.70271142,1.705798747,0.010790979,0.007703652
GP,12/6/2013,Barcelona,Swimming,100m,FRS,F,36,,Valeriia Salamatina,RUS,,Russia,,58.72,,100,1.702997275,2016,1,1.70271142,1.713501671,0.000285856,-0.010504396
GP,12/6/2013,Barcelona,Swimming,100m,FRS,F,37,,Noeli Reguart Oto,ESP,,Spain,,58.73,,100,1.702707305,2016,1,1.70271142,1.71073723,-4.1149E-06,-0.008029925
GP,12/6/2013,Barcelona,Swimming,100m,FRS,F,38,,Maria Elena Letang,FRA,,France,,58.91,,100,1.697504668,2016,1,1.70271142,1.704817692,-0.005206751,-0.007313024
GP,12/6/2013,Barcelona,Swimming,100m,FRS,F,39,,Daria Tcvetkova,RUS,29/08/1995,Russia,17-287,59.14,,100,1.690902942,2016,1,1.70271142,1.691129782,-0.011808477,-0.00022684
GP,12/6/2013,Barcelona,Swimming,100m,FRS,F,40,,Pernille Juel,DEN,,Denmark,,59.19,,100,1.689474573,2016,1,1.70271142,1.698633691,-0.013236846,-0.009159118
GP,12/6/2013,Barcelona,Swimming,100m,FRS,F,40,,Marte Lovberg,NOR,,Norway,,59.19,,100,1.689474573,2016,1,1.70271142,1.70865815,-0.013236846,-0.019183576
GP,12/6/2013,Barcelona,Swimming,100m,FRS,F,42,,Laura Kurki,FIN,21/04/1994,Finland,19-052,59.24,,100,1.688048616,2016,1,1.70271142,1.72248665,-0.014662804,-0.034438034
GP,12/6/2013,Barcelona,Swimming,100m,FRS,F,43,,Megan Stephens,RSA,,South Africa,,59.29,,100,1.686625063,2016,1,1.70271142,1.686933696,-0.016086356,-0.000308633
GP,12/6/2013,Barcelona,Swimming,100m,FRS,F,44,,Kelly Riber Rasmussen,DEN,28/01/1994,Denmark,19-135,59.38,,100,1.68406871,2016,1,1.70271142,1.684426123,-0.01864271,-0.000357413
GP,12/6/2013,Barcelona,Swimming,100m,FRS,F,45,,Victoria S. Loeken,NOR,,Norway,,59.46,,100,1.681802893,2016,1,1.70271142,1.713829845,-0.020908527,-0.032026952
GP,12/6/2013,Barcelona,Swimming,100m,FRS,F,46,,Shauna O'Brien,IRL,,Ireland,,59.59,,100,1.678133915,2016,1,1.70271142,1.679343095,-0.024577504,-0.00120918
GP,12/6/2013,Barcelona,Swimming,100m,FRS,F,47,,Julia Hassler,LIE,27/02/1993,Liechtenstein,20-105,59.64,,100,1.676727029,2016,1,1.70271142,1.675045719,-0.025984391,0.00168131
GP,12/6/2013,Barcelona,Swimming,100m,FRS,F,48,,Anastasia Guzhenkova,RUS,16/08/1997,Russia,15-300,59.66,,100,1.676164935,2016,1,1.70271142,1.676672701,-0.026546485,-0.000507767
GP,12/6/2013,Barcelona,Swimming,100m,FRS,F,49,,Berta Triola,ESP,,Spain,,60,,100,1.666666667,2016,1,1.70271142,1.669231772,-0.036044753,-0.002565105
GP,12/6/2013,Barcelona,Swimming,100m,FRS,F,50,,Danica Mc William,RSA,,South Africa,,60.03,,100,1.66583375,2016,1,1.70271142,1.666536984,-0.03687767,-0.000703234
GP,12/6/2013,Barcelona,Swimming,100m,FRS,F,51,,Leticia Bravo Senabre,ESP,,Spain,,60.43,,100,1.654807215,2016,1,1.70271142,1.623406663,-0.047904205,0.031400552
GP,12/6/2013,Barcelona,Swimming,100m,FRS,F,52,,Victoria Kosak,FRA,,France,,60.47,,100,1.653712585,2016,1,1.70271142,1.654643607,-0.048998835,-0.000931022
GP,12/6/2013,Barcelona,Swimming,100m,FRS,F,53,,Ida Schütt,DEN,,Denmark,,60.63,,100,1.649348507,2016,1,1.70271142,1.654625203,-0.053362912,-0.005276696
GP,12/6/2013,Barcelona,Swimming,100m,FRS,F,54,,Natalie Kosiander,NOR,,Norway,,60.67,,100,1.648261085,2016,1,1.70271142,1.649231592,-0.054450335,-0.000970507
GP,12/6/2013,Barcelona,Swimming,100m,FRS,F,55,,Mathilde Vaquette,FRA,,France,,60.8,,100,1.644736842,2016,1,1.70271142,1.656263855,-0.057974577,-0.011527013
GP,12/6/2013,Barcelona,Swimming,100m,FRS,F,56,,Salla Elovirta,FIN,,Finland,,60.81,,100,1.644466371,2016,1,1.70271142,1.629020355,-0.058245049,0.015446015
GP,12/6/2013,Barcelona,Swimming,100m,FRS,F,57,,Judith Tarraco Colom,ESP,,Spain,,60.94,,100,1.64095832,2016,1,1.70271142,1.642127213,-0.0617531,-0.001168894
GP,12/6/2013,Barcelona,Swimming,100m,FRS,F,58,,India Mc Glynn,IRL,,Ireland,,61.1,,100,1.636661211,2016,1,1.70271142,1.637909826,-0.066050208,-0.001248615
GP,12/6/2013,Barcelona,Swimming,100m,FRS,F,59,,Maria Cerezo Pros,ESP,,Spain,,61.68,,100,1.621271077,2016,1,1.70271142,1.622803457,-0.081440343,-0.001532381
GP,12/6/2013,Barcelona,Swimming,100m,FRS,F,60,,Birita Debes,FRO,17/08/1995,Faroe Islands,17-299,62.39,,100,1.602820965,2016,1,1.70271142,1.622020892,-0.099890455,-0.019199927
GP,12/6/2013,Barcelona,Swimming,100m,FRS,F,61,,Mathilde Cros,FRA,,France,,62.42,,100,1.602050625,2016,1,1.70271142,1.60393351,-0.100660795,-0.001882886
GP,12/6/2013,Barcelona,Swimming,100m,FRS,F,62,,Ines Arxe Alvarez de Toledo,ESP,,Spain,,62.96,,100,1.588310038,2016,1,1.70271142,1.589026216,-0.114401381,-0.000716177
GP,12/6/2013,Barcelona,Swimming,100m,FRS,F,63,,Marie Vigdis Picault,FRA,,France,,63.21,,100,1.58202816,2016,1,1.70271142,1.584271534,-0.120683259,-0.002243374
GP,12/6/2013,Barcelona,Swimming,100m,FRS,F,64,,Elvira Salmi,FIN,,Finland,,63.76,,100,1.56838143,2016,1,1.70271142,1.570867757,-0.134329989,-0.002486327
GP,12/6/2013,Barcelona,Swimming,100m,FRS,F,65,,Nuria Michavila Vargas,ESP,,Spain,,64.96,,100,1.539408867,2016,1,1.70271142,1.542403514,-0.163302553,-0.002994647
GP,12/6/2013,Barcelona,Swimming,100m,FRS,F,66,,Daniella Bender,DEN,,Denmark,,66.22,,100,1.510117789,2016,1,1.70271142,1.513615845,-0.19259363,-0.003498056
GP,9/6/2013,Monaco,Swimming,100m,FRS,F,1,G,Britta Steffen,GER,16/11/1983,Germany,29-205,54.05,,100,1.85013876,2016,1,1.70271142,1.877434492,0.147427341,-0.027295731
GP,9/6/2013,Monaco,Swimming,100m,FRS,F,2,S,Sarah Sjöström,SWE,17/08/1993,Sweden,19-296,54.15,,100,1.846722068,2016,1,1.70271142,1.859711294,0.144010649,-0.012989226
GP,9/6/2013,Monaco,Swimming,100m,FRS,F,3,B,Camille Muffat,FRA,28/10/1989,France,23-224,54.54,,100,1.833516685,2016,1,1.70271142,1.836532994,0.130805265,-0.003016309
GP,9/6/2013,Monaco,Swimming,100m,FRS,F,4,,Charlotte Bonnet,FRA,14/02/1995,France,18-115,55.35,,100,1.806684734,2016,1,1.70271142,1.811487764,0.103973314,-0.004803031
GP,9/6/2013,Monaco,Swimming,100m,FRS,F,5,,Yao Jianan,CHN,2/6/1992,China,21-007,55.74,,100,1.794043775,2016,1,1.70271142,1.778253434,0.091332355,0.015790341
GP,9/6/2013,Monaco,Swimming,100m,FRS,F,6,,Maria Baklakova,RUS,14/03/1997,Russia,16-087,55.77,,100,1.793078716,2016,1,1.70271142,1.796824609,0.090367297,-0.003745893
GP,9/6/2013,Monaco,Swimming,100m,FRS,F,7,,Dorothea Brandt,GER,5/3/1984,Germany,29-096,55.9,,100,1.788908766,2016,1,1.70271142,1.784957094,0.086197346,0.003951672
GP,9/6/2013,Monaco,Swimming,100m,FRS,F,8,,Rozaliya Nasretdinova,RUS,10/2/1997,Russia,16-119,55.92,,100,1.788268956,2016,1,1.70271142,1.758843106,0.085557536,0.029425849
GP,9/6/2013,Monaco,Swimming,100m,FRS,F,9,,Zhao Zhuoran,CHN,,China,,56.24,,100,1.778093883,2016,1,1.70271142,1.760632442,0.075382464,0.017461441
