tripduration,starttime,stoptime,startstationid,startstationname,startstationlatitude,startstationlongitude,endstationid,endstationname,endstationlatitude,endstationlongitude,bikeid,usertype,birthyear,gender
722,1/7/2013 8:59:00,1/7/2013 9:11:00,267,Broadway & W 36 St,40.75097711,-73.98765428,352,W 56 St & 6 Ave,40.76340613,-73.97722479,16866,Subscriber,1982,1
616,1/7/2013 8:59:00,1/7/2013 9:09:00,408,Market St & Cherry St,40.71076228,-73.99400398,259,South St & Whitehall St,40.70122128,-74.01234218,16618,Subscriber,1969,2
940,1/7/2013 8:59:00,1/7/2013 9:14:00,151,Cleveland Pl & Spring St,40.7218158,-73.99720307,528,2 Ave & E 31 St,40.74290902,-73.97706058,17348,Subscriber,1987,1
4224,1/7/2013 8:59:00,1/7/2013 10:09:00,225,W 14 St & The High Line,40.74195138,-74.00803013,445,E 10 St & Avenue A,40.72740794,-73.98142006,16926,Customer,\N,0
261,1/7/2013 8:59:00,1/7/2013 9:03:00,325,E 19 St & 3 Ave,40.73624527,-73.98473765,402,Broadway & E 22 St,40.7403432,-73.98955109,19032,Subscriber,1959,1
245,1/7/2013 8:59:00,1/7/2013 9:03:00,498,Broadway & W 32 St,40.74854862,-73.98808416,472,E 32 St & Park Ave,40.7457121,-73.98194829,16599,Subscriber,1978,1
1506,1/7/2013 8:59:00,1/7/2013 9:24:00,415,Pearl St & Hanover Square,40.7047177,-74.00926027,347,W Houston St & Hudson St,40.72873888,-74.00748842,16154,Subscriber,1986,2
1537,1/7/2013 8:59:00,1/7/2013 9:24:00,401,Allen St & Rivington St,40.72019576,-73.98997825,431,Hanover Pl & Livingston St,40.68864636,-73.98263429,18922,Subscriber,1970,1
687,1/7/2013 8:59:00,1/7/2013 9:10:00,422,W 59 St & 10 Ave,40.770513,-73.988038,464,E 56 St & 3 Ave,40.75934501,-73.96759673,16087,Subscriber,1982,1
1441,1/7/2013 8:59:00,1/7/2013 9:23:00,383,Greenwich Ave & Charles St,40.735238,-74.000271,224,Spruce St & Nassau St,40.71146364,-74.00552427,14632,Subscriber,1991,1
375,1/7/2013 8:59:00,1/7/2013 9:05:00,412,Forsyth St & Canal St,40.7158155,-73.99422366,521,8 Ave & W 31 St,40.75044999,-73.99481051,18027,Subscriber,1980,1
519,1/7/2013 8:59:00,1/7/2013 9:08:00,507,E 25 St & 2 Ave,40.73912601,-73.97973776,345,W 13 St & 6 Ave,40.73649403,-73.99704374,15106,Subscriber,1985,1
288,1/7/2013 8:59:00,1/7/2013 9:04:00,465,Broadway & W 41 St,40.75513557,-73.98658032,519,Pershing Square N,40.75188406,-73.97770164,20598,Subscriber,1980,1
350,1/7/2013 8:59:00,1/7/2013 9:05:00,432,E 7 St & Avenue A,40.72621788,-73.98379855,293,Lafayette St & E 8 St,40.73028666,-73.9907647,16014,Customer,\N,0
363,1/7/2013 8:59:00,1/7/2013 9:05:00,254,W 11 St & 6 Ave,40.73532427,-73.99800419,402,Broadway & E 22 St,40.7403432,-73.98955109,15828,Subscriber,1967,1
1444,1/7/2013 8:59:00,1/7/2013 9:23:00,402,Broadway & E 22 St,40.7403432,-73.98955109,250,Lafayette St & Jersey St,40.72456089,-73.99565293,15599,Subscriber,1966,1
292,1/7/2013 8:59:00,1/7/2013 9:04:00,276,Duane St & Greenwich St,40.71748752,-74.0104554,377,6 Ave & Canal St,40.72243797,-74.00566443,16831,Subscriber,1979,1
698,1/7/2013 8:59:00,1/7/2013 9:11:00,243,Fulton St & Rockwell Pl,40.687979,-73.978474,540,Lexington Ave & E 26 St,40.74147286,-73.98320928,15987,Customer,\N,0
1778,1/7/2013 8:59:00,1/7/2013 9:29:00,388,W 26 St & 10 Ave,40.74971775,-74.00295035,376,John St & William St,40.70862144,-74.00722156,17493,Customer,\N,0
392,1/7/2013 8:59:00,1/7/2013 9:06:00,285,Broadway & E 14 St,40.73454567,-73.99074142,453,W 22 St & 8 Ave,40.74475148,-73.99915362,15926,Subscriber,1976,2
917,1/7/2013 9:00:00,1/7/2013 9:15:00,458,11 Ave & W 27 St,40.751396,-74.005226,484,W 44 St & 5 Ave,40.75500254,-73.98014437,16232,Subscriber,1983,1
503,1/7/2013 9:00:00,1/7/2013 9:08:00,345,W 13 St & 6 Ave,40.73649403,-73.99704374,362,Broadway & W 37 St,40.75172632,-73.98753523,16553,Customer,\N,0
248,1/7/2013 9:00:00,1/7/2013 9:04:00,237,E 11 St & 2 Ave,40.73047309,-73.98672378,357,E 11 St & Broadway,40.73261787,-73.99158043,19047,Subscriber,1952,1
410,1/7/2013 9:00:00,1/7/2013 9:06:00,173,Broadway & W 49 St,40.76064679,-73.98442659,359,E 47 St & Park Ave,40.75510267,-73.97498696,15254,Subscriber,1982,1
2564,1/7/2013 9:00:00,1/7/2013 9:42:00,389,Broadway & Berry St,40.71044554,-73.96525063,480,W 53 St & 10 Ave,40.76669671,-73.99061728,17438,Subscriber,1973,1
709,1/7/2013 9:00:00,1/7/2013 9:12:00,484,W 44 St & 5 Ave,40.75500254,-73.98014437,319,Park Pl & Church St,40.71336124,-74.00937622,19271,Subscriber,1959,1
627,1/7/2013 9:00:00,1/7/2013 9:10:00,500,Broadway & W 51 St,40.76228826,-73.98336183,459,W 20 St & 11 Ave,40.746745,-74.007756,15013,Subscriber,1957,2
1483,1/7/2013 9:00:00,1/7/2013 9:24:00,173,Broadway & W 49 St,40.76064679,-73.98442659,328,Watts St & Greenwich St,40.72405549,-74.00965965,17513,Subscriber,1980,2
1007,1/7/2013 9:00:00,1/7/2013 9:17:00,394,E 9 St & Avenue C,40.72521311,-73.97768752,347,W Houston St & Hudson St,40.72873888,-74.00748842,14781,Subscriber,1987,2
2660,1/7/2013 9:00:00,1/7/2013 9:44:00,467,Dean St & 4 Ave,40.68312489,-73.97895137,490,8 Ave & W 33 St,40.751551,-73.993934,17077,Subscriber,1965,1
452,1/7/2013 9:00:00,1/7/2013 9:07:00,412,Forsyth St & Canal St,40.7158155,-73.99422366,264,Maiden Ln & Pearl St,40.70706456,-74.00731853,19538,Subscriber,1971,1
188,1/7/2013 9:00:00,1/7/2013 9:03:00,382,University Pl & E 14 St,40.73492695,-73.99200509,280,E 10 St & 5 Ave,40.73331967,-73.99510132,14539,Subscriber,1971,1
226,1/7/2013 9:00:00,1/7/2013 9:04:00,449,W 52 St & 9 Ave,40.76461837,-73.98789473,495,W 47 St & 10 Ave,40.76269882,-73.99301222,14981,Subscriber,1967,1
1021,1/7/2013 9:00:00,1/7/2013 9:17:00,253,W 13 St & 5 Ave,40.73543934,-73.99453948,386,Centre St & Worth St,40.71494807,-74.00234482,15471,Subscriber,1975,1
1027,1/7/2013 9:00:00,1/7/2013 9:17:00,236,St Marks Pl & 2 Ave,40.7284186,-73.98713956,387,Centre St & Chambers St,40.71273266,-74.0046073,17399,Subscriber,1974,2
310,1/7/2013 9:00:00,1/7/2013 9:05:00,458,11 Ave & W 27 St,40.751396,-74.005226,345,W 13 St & 6 Ave,40.73649403,-73.99704374,15603,Subscriber,1990,2
290,1/7/2013 9:00:00,1/7/2013 9:05:00,259,South St & Whitehall St,40.70122128,-74.01234218,264,Maiden Ln & Pearl St,40.70706456,-74.00731853,20280,Subscriber,1965,2
968,1/7/2013 9:00:00,1/7/2013 9:16:00,465,Broadway & W 41 St,40.75513557,-73.98658032,497,E 17 St & Broadway,40.73704984,-73.99009296,19917,Subscriber,1988,2
789,1/7/2013 9:00:00,1/7/2013 9:13:00,536,1 Ave & E 30 St,40.74144387,-73.97536082,290,2 Ave & E 58 St,40.76020258,-73.96478473,18206,Customer,\N,0
693,1/7/2013 9:00:00,1/7/2013 9:12:00,236,St Marks Pl & 2 Ave,40.7284186,-73.98713956,247,Perry St & Bleecker St,40.73535398,-74.00483091,20176,Subscriber,1988,1
601,1/7/2013 9:00:00,1/7/2013 9:10:00,395,Bond St & Schermerhorn St,40.68807003,-73.98410637,217,Old Fulton St,40.70277159,-73.99383605,16375,Customer,\N,0
284,1/7/2013 9:00:00,1/7/2013 9:05:00,128,MacDougal St & Prince St,40.72710258,-74.00297088,248,Laight St & Hudson St,40.72185379,-74.00771779,20277,Subscriber,1982,1
735,1/7/2013 9:00:00,1/7/2013 9:13:00,257,Lispenard St & Broadway,40.71939226,-74.00247214,415,Pearl St & Hanover Square,40.7047177,-74.00926027,17568,Subscriber,1970,1
530,1/7/2013 9:00:00,1/7/2013 9:09:00,518,E 39 St & 2 Ave,40.74780373,-73.9734419,517,Pershing Square S,40.75149263,-73.97798848,16429,Subscriber,1972,1
573,1/7/2013 9:00:00,1/7/2013 9:10:00,464,E 56 St & 3 Ave,40.75934501,-73.96759673,475,E 16 St & Irving Pl,40.73524276,-73.98758561,18671,Subscriber,1981,1
844,1/7/2013 9:00:00,1/7/2013 9:15:00,167,E 39 St & 3 Ave,40.7489006,-73.97604882,318,E 43 St & Vanderbilt Ave,40.75320159,-73.9779874,17860,Subscriber,1988,1
627,1/7/2013 9:01:00,1/7/2013 9:11:00,465,Broadway & W 41 St,40.75513557,-73.98658032,518,E 39 St & 2 Ave,40.74780373,-73.9734419,19821,Subscriber,1972,2
327,1/7/2013 9:01:00,1/7/2013 9:06:00,355,Bayard St & Baxter St,40.71602118,-73.99974372,323,Lawrence St & Willoughby St,40.69236178,-73.98631746,19453,Subscriber,1985,1
590,1/7/2013 9:01:00,1/7/2013 9:10:00,362,Broadway & W 37 St,40.75172632,-73.98753523,72,W 52 St & 11 Ave,40.76727216,-73.99392888,15012,Subscriber,1981,1
511,1/7/2013 9:01:00,1/7/2013 9:09:00,519,Pershing Square N,40.75188406,-73.97770164,243,Fulton St & Rockwell Pl,40.687979,-73.978474,17170,Customer,\N,0
1384,1/7/2013 9:01:00,1/7/2013 9:24:00,458,11 Ave & W 27 St,40.751396,-74.005226,173,Broadway & W 49 St,40.76064679,-73.98442659,14982,Subscriber,1971,1
1044,1/7/2013 9:01:00,1/7/2013 9:18:00,317,E 6 St & Avenue B,40.72453734,-73.98185424,466,W 25 St & 6 Ave,40.74395411,-73.99144871,19500,Subscriber,1974,2
549,1/7/2013 9:01:00,1/7/2013 9:10:00,490,8 Ave & W 33 St,40.751551,-73.993934,463,9 Ave & W 16 St,40.74206539,-74.00443172,17745,Subscriber,1980,1
1193,1/7/2013 9:01:00,1/7/2013 9:21:00,518,E 39 St & 2 Ave,40.74780373,-73.9734419,336,Sullivan St & Washington Sq,40.73047747,-73.99906065,19380,Customer,\N,0
337,1/7/2013 9:01:00,1/7/2013 9:07:00,271,Ashland Pl & Hanson Pl,40.68528172,-73.97805813,384,Fulton St & Waverly Ave,40.68317813,-73.9659641,18893,Subscriber,1981,1
725,1/7/2013 9:01:00,1/7/2013 9:13:00,345,W 13 St & 6 Ave,40.73649403,-73.99704374,337,Old Slip & Front St,40.7037992,-74.00838676,19778,Subscriber,1971,2
478,1/7/2013 9:01:00,1/7/2013 9:09:00,523,W 38 St & 8 Ave,40.75466591,-73.99138152,253,W 13 St & 5 Ave,40.73543934,-73.99453948,17174,Subscriber,1981,1
162,1/7/2013 9:01:00,1/7/2013 9:04:00,236,St Marks Pl & 2 Ave,40.7284186,-73.98713956,236,St Marks Pl & 2 Ave,40.7284186,-73.98713956,16025,Subscriber,1970,1
927,1/7/2013 9:01:00,1/7/2013 9:17:00,427,State St,40.70251526,-74.01427023,377,6 Ave & Canal St,40.72243797,-74.00566443,20571,Subscriber,1967,1
1307,1/7/2013 9:01:00,1/7/2013 9:23:00,380,W 4 St & 7 Ave S,40.73401143,-74.00293877,525,W 34 St & 11 Ave,40.75594159,-74.0021163,17046,Subscriber,1980,2
1333,1/7/2013 9:01:00,1/7/2013 9:23:00,504,1 Ave & E 15 St,40.73221853,-73.98165557,522,E 51 St & Lexington Ave,40.75714758,-73.97207836,15656,Subscriber,1974,1
1870,1/7/2013 9:01:00,1/7/2013 9:32:00,150,E 2 St & Avenue C,40.7208736,-73.98085795,514,12 Ave & W 40 St,40.76087502,-74.00277668,20072,Subscriber,1979,1
305,1/7/2013 9:01:00,1/7/2013 9:06:00,448,W 37 St & 10 Ave,40.75660359,-73.9979009,488,W 39 St & 9 Ave,40.75645824,-73.99372222,17218,Subscriber,1953,1
833,1/7/2013 9:01:00,1/7/2013 9:15:00,167,E 39 St & 3 Ave,40.7489006,-73.97604882,448,W 37 St & 10 Ave,40.75660359,-73.9979009,18505,Subscriber,1964,1
1510,1/7/2013 9:01:00,1/7/2013 9:27:00,487,E 20 St & FDR Drive,40.73314259,-73.97573881,290,2 Ave & E 58 St,40.76020258,-73.96478473,16841,Customer,\N,0
283,1/7/2013 9:01:00,1/7/2013 9:06:00,417,Barclay St & Church St,40.71291224,-74.01020234,320,Church St & Leonard St,40.71743998,-74.00583475,18519,Subscriber,1977,1
726,1/7/2013 9:02:00,1/7/2013 9:14:00,285,Broadway & E 14 St,40.73454567,-73.99074142,318,E 43 St & Vanderbilt Ave,40.75320159,-73.9779874,15907,Subscriber,1983,1
1055,1/7/2013 9:02:00,1/7/2013 9:19:00,293,Lafayette St & E 8 St,40.73028666,-73.9907647,360,William St & Pine St,40.70717936,-74.00887308,19020,Subscriber,1986,1
1085,1/7/2013 9:02:00,1/7/2013 9:20:00,466,W 25 St & 6 Ave,40.74395411,-73.99144871,497,E 17 St & Broadway,40.73704984,-73.99009296,18836,Subscriber,1980,1
1091,1/7/2013 9:02:00,1/7/2013 9:20:00,174,E 25 St & 1 Ave,40.7381765,-73.97738662,514,12 Ave & W 40 St,40.76087502,-74.00277668,15840,Subscriber,1964,1
702,1/7/2013 9:02:00,1/7/2013 9:13:00,486,Broadway & W 29 St,40.7462009,-73.98855723,238,Bank St & Washington St,40.7361967,-74.00859207,17718,Subscriber,1988,1
1802,1/7/2013 9:02:00,1/7/2013 9:32:00,532,S 5 Pl & S 4 St,40.710451,-73.960876,497,E 17 St & Broadway,40.73704984,-73.99009296,18594,Subscriber,1984,2
528,1/7/2013 9:02:00,1/7/2013 9:11:00,439,E 4 St & 2 Ave,40.7262807,-73.98978041,517,Pershing Square S,40.75149263,-73.97798848,16238,Customer,\N,0
309,1/7/2013 9:02:00,1/7/2013 9:07:00,466,W 25 St & 6 Ave,40.74395411,-73.99144871,497,E 17 St & Broadway,40.73704984,-73.99009296,19706,Subscriber,1970,1
988,1/7/2013 9:02:00,1/7/2013 9:18:00,513,W 56 St & 10 Ave,40.768254,-73.988639,243,Fulton St & Rockwell Pl,40.687979,-73.978474,15644,Customer,\N,0
1935,1/7/2013 9:02:00,1/7/2013 9:34:00,485,W 37 St & 5 Ave,40.75038009,-73.98338988,426,West St & Chambers St,40.71754834,-74.01322069,19213,Customer,\N,0
898,1/7/2013 9:02:00,1/7/2013 9:17:00,468,Broadway & W 55 St,40.7652654,-73.98192338,228,E 48 St & 3 Ave,40.7546011,-73.97187886,15282,Subscriber,1976,1
704,1/7/2013 9:02:00,1/7/2013 9:14:00,490,8 Ave & W 33 St,40.751551,-73.993934,500,Broadway & W 51 St,40.76228826,-73.98336183,19395,Subscriber,1971,1
965,1/7/2013 9:02:00,1/7/2013 9:18:00,312,Allen St & E Houston St,40.722055,-73.989111,320,Church St & Leonard St,40.71743998,-74.00583475,17701,Subscriber,1987,1
1207,1/7/2013 9:02:00,1/7/2013 9:22:00,490,8 Ave & W 33 St,40.751551,-73.993934,375,Mercer St & Bleecker St,40.72679454,-73.99695094,14972,Subscriber,1974,1
656,1/7/2013 9:02:00,1/7/2013 9:13:00,487,E 20 St & FDR Drive,40.73314259,-73.97573881,388,W 26 St & 10 Ave,40.74971775,-74.00295035,18850,Subscriber,1981,1
851,1/7/2013 9:02:00,1/7/2013 9:16:00,422,W 59 St & 10 Ave,40.770513,-73.988038,305,E 58 St & 3 Ave,40.76095756,-73.96724467,15016,Subscriber,1985,2
2463,1/7/2013 9:02:00,1/7/2013 9:43:00,522,E 51 St & Lexington Ave,40.75714758,-73.97207836,281,Grand Army Plaza & Central Park S,40.7643971,-73.97371465,17333,Customer,\N,0
665,1/7/2013 9:02:00,1/7/2013 9:13:00,285,Broadway & E 14 St,40.73454567,-73.99074142,386,Centre St & Worth St,40.71494807,-74.00234482,17463,Subscriber,1986,1
984,1/7/2013 9:02:00,1/7/2013 9:19:00,327,Vesey Pl & River Terrace,40.7153379,-74.01658354,195,Liberty St & Broadway,40.70905623,-74.01043382,18376,Subscriber,1975,1
359,1/7/2013 9:02:00,1/7/2013 9:08:00,546,E 30 St & Park Ave S,40.74444921,-73.98303529,461,E 20 St & 2 Ave,40.73587678,-73.98205027,19986,Subscriber,1983,2
598,1/7/2013 9:02:00,1/7/2013 9:12:00,327,Vesey Pl & River Terrace,40.7153379,-74.01658354,415,Pearl St & Hanover Square,40.7047177,-74.00926027,17883,Subscriber,1983,1
376,1/7/2013 9:02:00,1/7/2013 9:09:00,316,Fulton St & William St,40.70955958,-74.00653609,260,Broad St & Bridge St,40.70365182,-74.01167797,20227,Subscriber,1984,2
2264,1/7/2013 9:02:00,1/7/2013 9:40:00,366,Clinton Ave & Myrtle Ave,40.693261,-73.968896,388,W 26 St & 10 Ave,40.74971775,-74.00295035,17500,Subscriber,1981,1
641,1/7/2013 9:02:00,1/7/2013 9:13:00,375,Mercer St & Bleecker St,40.72679454,-73.99695094,79,Franklin St & W Broadway,40.71911552,-74.00666661,20079,Customer,\N,0
855,1/7/2013 9:02:00,1/7/2013 9:17:00,519,Pershing Square N,40.75188406,-73.97770164,335,Washington Pl & Broadway,40.72903917,-73.99404649,19475,Subscriber,1978,1
298,1/7/2013 9:02:00,1/7/2013 9:07:00,417,Barclay St & Church St,40.71291224,-74.01020234,458,11 Ave & W 27 St,40.751396,-74.005226,15126,Subscriber,1978,1
1070,1/7/2013 9:02:00,1/7/2013 9:20:00,519,Pershing Square N,40.75188406,-73.97770164,254,W 11 St & 6 Ave,40.73532427,-73.99800419,18030,Customer,\N,0
214,1/7/2013 9:02:00,1/7/2013 9:06:00,389,Broadway & Berry St,40.71044554,-73.96525063,539,Metropolitan Ave & Bedford Ave,40.71534825,-73.96024116,20105,Subscriber,1973,1
2455,1/7/2013 9:02:00,1/7/2013 9:43:00,522,E 51 St & Lexington Ave,40.75714758,-73.97207836,281,Grand Army Plaza & Central Park S,40.7643971,-73.97371465,19753,Customer,\N,0
550,1/7/2013 9:03:00,1/7/2013 9:12:00,307,Canal St & Rutgers St,40.71427487,-73.98990025,417,Barclay St & Church St,40.71291224,-74.01020234,17642,Subscriber,1989,1
2378,1/7/2013 9:03:00,1/7/2013 9:42:00,392,Jay St & Tech Pl,40.695065,-73.987167,304,Broadway & Battery Pl,40.70463334,-74.01361706,19347,Subscriber,1948,1
690,1/7/2013 9:03:00,1/7/2013 9:14:00,463,9 Ave & W 16 St,40.74206539,-74.00443172,335,Washington Pl & Broadway,40.72903917,-73.99404649,19427,Subscriber,1985,1
658,1/7/2013 9:03:00,1/7/2013 9:14:00,382,University Pl & E 14 St,40.73492695,-73.99200509,492,W 33 St & 7 Ave,40.75019995,-73.99093085,17788,Subscriber,1969,1
712,1/7/2013 9:03:00,1/7/2013 9:15:00,128,MacDougal St & Prince St,40.72710258,-74.00297088,249,Harrison St & Hudson St,40.71870987,-74.0090009,19322,Subscriber,1975,2
238,1/7/2013 9:03:00,1/7/2013 9:07:00,116,W 17 St & 8 Ave,40.74177603,-74.00149746,459,W 20 St & 11 Ave,40.746745,-74.007756,18042,Subscriber,1976,1
293,1/7/2013 9:03:00,1/7/2013 9:08:00,417,Barclay St & Church St,40.71291224,-74.01020234,264,Maiden Ln & Pearl St,40.70706456,-74.00731853,19727,Subscriber,1980,1
120,1/7/2013 9:03:00,1/7/2013 9:05:00,229,Great Jones St,40.72743423,-73.99379025,323,Lawrence St & Willoughby St,40.69236178,-73.98631746,15484,Subscriber,1988,1
696,1/7/2013 9:03:00,1/7/2013 9:15:00,410,Suffolk St & Stanton St,40.72066442,-73.98517977,387,Centre St & Chambers St,40.71273266,-74.0046073,19525,Subscriber,1973,1
815,1/7/2013 9:03:00,1/7/2013 9:17:00,327,Vesey Pl & River Terrace,40.7153379,-74.01658354,304,Broadway & Battery Pl,40.70463334,-74.01361706,19559,Subscriber,1968,1
247,1/7/2013 9:03:00,1/7/2013 9:07:00,146,Hudson St & Reade St,40.71625008,-74.0091059,248,Laight St & Hudson St,40.72185379,-74.00771779,17060,Subscriber,1984,2
269,1/7/2013 9:03:00,1/7/2013 9:08:00,257,Lispenard St & Broadway,40.71939226,-74.00247214,2004,6 Ave & Broome St,40.724399,-74.004704,19201,Subscriber,1957,2
1829,1/7/2013 9:03:00,1/7/2013 9:34:00,229,Great Jones St,40.72743423,-73.99379025,2006,Central Park S & 6 Ave,40.76590936,-73.97634151,17605,Subscriber,1952,1
392,1/7/2013 9:03:00,1/7/2013 9:10:00,247,Perry St & Bleecker St,40.73535398,-74.00483091,345,W 13 St & 6 Ave,40.73649403,-73.99704374,20008,Subscriber,1953,2
759,1/7/2013 9:03:00,1/7/2013 9:16:00,367,E 53 St & Lexington Ave,40.75828065,-73.97069431,465,Broadway & W 41 St,40.75513557,-73.98658032,18681,Subscriber,1988,2
235,1/7/2013 9:03:00,1/7/2013 9:07:00,293,Lafayette St & E 8 St,40.73028666,-73.9907647,445,E 10 St & Avenue A,40.72740794,-73.98142006,16587,Subscriber,1981,1
1053,1/7/2013 9:04:00,1/7/2013 9:21:00,327,Vesey Pl & River Terrace,40.7153379,-74.01658354,375,Mercer St & Bleecker St,40.72679454,-73.99695094,20587,Subscriber,1981,2
1943,1/7/2013 9:04:00,1/7/2013 9:36:00,392,Jay St & Tech Pl,40.695065,-73.987167,472,E 32 St & Park Ave,40.7457121,-73.98194829,16367,Subscriber,1972,1
1807,1/7/2013 9:04:00,1/7/2013 9:34:00,150,E 2 St & Avenue C,40.7208736,-73.98085795,493,W 45 St & 6 Ave,40.7568001,-73.98291153,16728,Subscriber,1975,2
517,1/7/2013 9:04:00,1/7/2013 9:13:00,450,W 49 St & 8 Ave,40.76227205,-73.98788205,228,E 48 St & 3 Ave,40.7546011,-73.97187886,18276,Subscriber,1986,1
534,1/7/2013 9:04:00,1/7/2013 9:13:00,403,E 2 St & 2 Ave,40.72502876,-73.99069656,284,Greenwich Ave & 8 Ave,40.73901691,-74.00263761,15251,Subscriber,1963,1
1368,1/7/2013 9:04:00,1/7/2013 9:27:00,499,Broadway & W 60 St,40.76915505,-73.98191841,388,W 26 St & 10 Ave,40.74971775,-74.00295035,15774,Subscriber,1984,2
578,1/7/2013 9:04:00,1/7/2013 9:14:00,461,E 20 St & 2 Ave,40.73587678,-73.98205027,483,E 12 St & 3 Ave,40.73223272,-73.98889957,17179,Customer,\N,0
695,1/7/2013 9:04:00,1/7/2013 9:16:00,236,St Marks Pl & 2 Ave,40.7284186,-73.98713956,453,W 22 St & 8 Ave,40.74475148,-73.99915362,15244,Subscriber,1988,2
1166,1/7/2013 9:04:00,1/7/2013 9:24:00,317,E 6 St & Avenue B,40.72453734,-73.98185424,531,Forsyth St & Broome St,40.71893904,-73.99266288,17309,Subscriber,1975,1
651,1/7/2013 9:05:00,1/7/2013 9:15:00,466,W 25 St & 6 Ave,40.74395411,-73.99144871,167,E 39 St & 3 Ave,40.7489006,-73.97604882,15651,Subscriber,1954,1
1017,1/7/2013 9:05:00,1/7/2013 9:21:00,422,W 59 St & 10 Ave,40.770513,-73.988038,464,E 56 St & 3 Ave,40.75934501,-73.96759673,19352,Subscriber,1978,1
313,1/7/2013 9:05:00,1/7/2013 9:10:00,143,Clinton St & Joralemon St,40.69239502,-73.99337909,2000,Front St & Washington St,40.70255088,-73.98940236,16178,Subscriber,1965,1
426,1/7/2013 9:05:00,1/7/2013 9:12:00,168,W 18 St & 6 Ave,40.73971301,-73.99456405,2003,1 Ave & E 18 St,40.73416059,-73.98024289,15101,Subscriber,1970,1
839,1/7/2013 9:05:00,1/7/2013 9:19:00,322,Clinton St & Tillary St,40.696192,-73.991218,146,Hudson St & Reade St,40.71625008,-74.0091059,16085,Subscriber,1969,1
411,1/7/2013 9:05:00,1/7/2013 9:12:00,151,Cleveland Pl & Spring St,40.7218158,-73.99720307,320,Church St & Leonard St,40.71743998,-74.00583475,20070,Subscriber,1991,2
1022,1/7/2013 9:05:00,1/7/2013 9:22:00,305,E 58 St & 3 Ave,40.76095756,-73.96724467,488,W 39 St & 9 Ave,40.75645824,-73.99372222,15810,Subscriber,1971,1
667,1/7/2013 9:05:00,1/7/2013 9:16:00,519,Pershing Square N,40.75188406,-73.97770164,442,W 27 St & 7 Ave,40.746647,-73.993915,20134,Subscriber,1962,1
185,1/7/2013 9:05:00,1/7/2013 9:08:00,485,W 37 St & 5 Ave,40.75038009,-73.98338988,533,Broadway & W 39 St,40.75299641,-73.98721619,19724,Subscriber,1988,1
956,1/7/2013 9:05:00,1/7/2013 9:21:00,471,Grand St & Havemeyer St,40.71286844,-73.95698119,364,Lafayette Ave & Classon Ave,40.68900443,-73.96023854,20572,Subscriber,1971,1
1274,1/7/2013 9:05:00,1/7/2013 9:27:00,127,Barrow St & Hudson St,40.73172428,-74.00674436,448,W 37 St & 10 Ave,40.75660359,-73.9979009,15799,Subscriber,1986,2
620,1/7/2013 9:05:00,1/7/2013 9:16:00,362,Broadway & W 37 St,40.75172632,-73.98753523,168,W 18 St & 6 Ave,40.73971301,-73.99456405,18338,Subscriber,1980,1
430,1/7/2013 9:05:00,1/7/2013 9:13:00,310,State St & Smith St,40.68926942,-73.98912867,414,Pearl St & Anchorage Pl,40.70281858,-73.98765762,16044,Subscriber,1973,1
1729,1/7/2013 9:05:00,1/7/2013 9:34:00,439,E 4 St & 2 Ave,40.7262807,-73.98978041,454,E 51 St & 1 Ave,40.75455731,-73.96592976,15136,Subscriber,1951,1
813,1/7/2013 9:06:00,1/7/2013 9:19:00,293,Lafayette St & E 8 St,40.73028666,-73.9907647,79,Franklin St & W Broadway,40.71911552,-74.00666661,14943,Customer,\N,0
382,1/7/2013 9:06:00,1/7/2013 9:12:00,517,Pershing Square S,40.75149263,-73.97798848,469,Broadway & W 53 St,40.76344058,-73.98268129,17150,Subscriber,1957,1
1031,1/7/2013 9:06:00,1/7/2013 9:23:00,517,Pershing Square S,40.75149263,-73.97798848,116,W 17 St & 8 Ave,40.74177603,-74.00149746,16212,Subscriber,1962,1
465,1/7/2013 9:06:00,1/7/2013 9:14:00,500,Broadway & W 51 St,40.76228826,-73.98336183,257,Lispenard St & Broadway,40.71939226,-74.00247214,17222,Subscriber,1987,1
224,1/7/2013 9:06:00,1/7/2013 9:10:00,241,DeKalb Ave & S Portland Ave,40.68981035,-73.97493121,300,Shevchenko Pl & E 6 St,40.728145,-73.990214,20068,Subscriber,1968,1
528,1/7/2013 9:06:00,1/7/2013 9:15:00,2008,Little West St & 1 Pl,40.70569254,-74.01677685,368,Carmine St & 6 Ave,40.73038599,-74.00214988,17124,Customer,\N,0
366,1/7/2013 9:06:00,1/7/2013 9:12:00,366,Clinton Ave & Myrtle Ave,40.693261,-73.968896,300,Shevchenko Pl & E 6 St,40.728145,-73.990214,16458,Subscriber,1975,1
436,1/7/2013 9:06:00,1/7/2013 9:13:00,522,E 51 St & Lexington Ave,40.75714758,-73.97207836,153,E 40 St & 5 Ave,40.75206231,-73.9816324,16236,Subscriber,1974,1
344,1/7/2013 9:06:00,1/7/2013 9:12:00,236,St Marks Pl & 2 Ave,40.7284186,-73.98713956,483,E 12 St & 3 Ave,40.73223272,-73.98889957,16025,Subscriber,1970,1
864,1/7/2013 9:06:00,1/7/2013 9:20:00,362,Broadway & W 37 St,40.75172632,-73.98753523,524,W 43 St & 6 Ave,40.75527307,-73.98316936,19216,Subscriber,1984,1
